x;y;o;e;m;t;s;owner
62;431;53;71;83;69;88;
76;431;0;0;0;0;80;
77;431;73;86;82;25;96;JTAG-D
81;431;66;72;44;50;91;
82;431;0;0;0;0;80;
86;431;74;62;92;77;81;
90;431;75;96;49;5;84;
95;431;81;73;3;42;88;Ли Си Цин
97;431;84;83;64;25;91;
98;431;88;72;1;35;84;
100;431;80;1;80;33;80;
104;431;71;4;72;47;83;
105;431;96;67;92;6;85;
356;431;82;97;9;58;85;
360;431;76;76;71;90;75;
364;431;70;81;22;68;85;
366;431;73;94;34;92;84;
367;431;95;69;81;65;70;
368;431;98;85;81;21;93;
369;431;95;99;85;65;71;
370;431;4;68;85;32;88;
371;431;84;71;74;79;92;
372;431;76;74;70;29;75;
373;431;85;74;87;32;92;
376;431;72;75;80;29;72;
377;431;86;88;40;36;93;
378;431;72;83;32;96;83;
381;431;87;76;86;91;86;Urist
382;431;77;89;72;3;99;
383;431;94;64;52;10;78;
384;431;89;78;81;66;70;
388;431;75;66;20;98;80;
389;431;88;72;73;56;92;MaxV
398;431;8;59;96;22;84;
400;431;86;86;76;71;91;Mr_Powers
404;431;73;90;73;81;96;
405;431;92;71;85;51;95;Флинт
413;431;80;82;75;27;86;
595;431;85;80;73;74;91;Подкаблучник
599;431;96;4;87;62;79;
600;431;84;2;79;66;94;
601;431;86;70;90;18;86;ДерсуУзала
613;431;76;73;81;49;89;Ultra3
657;431;67;96;72;33;85;Keks
666;431;89;82;67;70;89;
669;431;9;81;72;92;80;
53;432;74;73;64;42;85;
61;432;72;66;97;71;81;
62;432;48;17;81;79;80;
64;432;17;69;83;51;89;
65;432;89;80;89;6;92;
76;432;71;67;70;73;94;Бедный Йорик
83;432;68;59;90;2;82;
84;432;76;14;65;59;96;JTAG-F
86;432;98;66;42;34;90;
93;432;73;70;84;39;87;Ли Си Цин
99;432;95;35;7;22;92;
101;432;79;73;74;80;85;
103;432;83;63;82;49;84;
355;432;87;81;89;74;72;
356;432;90;72;96;87;88;
357;432;77;84;88;66;77;
358;432;87;71;84;65;88;
359;432;21;79;65;18;73;
360;432;67;90;89;47;71;
361;432;78;90;56;48;73;
362;432;92;95;95;64;71;
363;432;50;82;96;51;91;
364;432;79;81;83;64;85;
365;432;26;79;10;55;79;
367;432;76;93;79;30;92;
369;432;58;91;68;11;86;
370;432;6;85;89;23;79;
371;432;89;76;74;43;71;
373;432;2;81;95;27;72;
375;432;21;75;83;60;81;
376;432;82;58;78;33;76;
378;432;51;70;71;60;93;
379;432;71;71;73;35;83;
380;432;77;75;80;70;6;
383;432;96;84;85;26;87;
386;432;70;29;84;54;87;
389;432;73;79;69;19;85;
394;432;94;40;87;61;90;Mr_Powers
395;432;76;75;8;66;82;
402;432;16;85;69;66;87;
403;432;3;62;72;85;87;
404;432;83;63;87;56;86;Mr_Powers
409;432;82;77;94;53;91;Флинт
410;432;86;68;90;22;99;Древень
414;432;85;64;83;11;86;
598;432;75;26;74;84;95;
599;432;27;74;80;19;91;Толстый кок
600;432;85;73;70;86;74;
601;432;96;90;15;86;78;
602;432;77;94;74;12;92;
615;432;82;74;79;70;87;Ultra3
617;432;75;5;48;78;87;
619;432;80;6;74;12;76;
659;432;92;73;20;86;1;
663;432;50;79;77;72;84;
669;432;63;71;73;88;86;
53;433;13;94;78;50;94;
56;433;87;72;90;71;98;
58;433;6;94;84;89;88;
80;433;0;0;0;0;80;
87;433;69;66;9;76;85;
90;433;89;77;17;67;87;
94;433;0;0;0;0;70;Ли Си Цин
99;433;71;4;14;38;80;
100;433;82;89;66;4;80;
101;433;86;72;84;53;84;Ли Си Цин
102;433;0;0;0;0;80;Горец
103;433;82;84;76;16;81;Перец
105;433;95;81;91;77;89;
352;433;73;83;79;17;96;
355;433;69;80;91;25;82;
358;433;73;77;67;48;94;
359;433;28;96;23;36;86;
361;433;86;78;63;50;70;
363;433;70;76;79;10;72;ГРОМ НЕБЕСНЫЙ
364;433;83;77;80;26;79;
365;433;80;92;88;42;70;
366;433;80;73;73;45;83;
367;433;98;79;82;42;91;
372;433;98;81;91;90;94;Urist
376;433;90;80;78;70;78;
377;433;85;96;91;13;86;
378;433;78;67;79;68;81;
383;433;68;80;72;13;75;
389;433;89;71;89;86;96;Mr_Powers
390;433;77;65;2;48;93;
393;433;68;93;74;48;86;
398;433;83;19;86;38;82;
407;433;85;65;81;10;95;
408;433;88;2;71;76;85;
409;433;76;82;81;19;80;
411;433;77;72;85;54;85;
590;433;0;0;0;0;70;
592;433;0;0;0;0;0;
593;433;0;0;0;0;0;
594;433;0;0;0;0;0;
597;433;6;77;78;44;96;
599;433;70;85;93;73;93;
600;433;87;91;96;16;73;
602;433;0;0;0;0;0;
603;433;0;0;0;0;0;
604;433;0;0;0;0;0;
605;433;78;76;9;28;61;
607;433;0;0;0;0;0;
608;433;0;0;0;0;0;
610;433;72;61;77;98;87;
611;433;84;80;65;92;83;KomKom8
612;433;0;0;0;0;0;
614;433;47;77;27;23;83;
616;433;78;73;20;96;90;Ноб
617;433;21;72;75;76;89;Ultra3
618;433;0;0;0;0;0;
623;433;0;0;0;0;0;
630;433;0;0;0;0;0;
655;433;71;88;74;66;87;Сэляви
664;433;43;63;92;85;72;Магор
79;434;75;81;64;36;90;
82;434;76;76;72;56;87;
88;434;78;16;84;94;91;Почтовый Лось
89;434;84;69;88;11;82;
91;434;85;51;53;81;81;
100;434;98;19;74;19;88;
107;434;76;79;80;12;99;Горец
154;434;0;0;0;0;90;Ли Си Цин
351;434;92;99;98;14;88;
354;434;9;40;90;99;81;
356;434;44;84;11;56;75;
357;434;76;70;73;27;79;
358;434;64;91;90;98;75;
360;434;74;83;20;49;90;
362;434;77;75;70;28;87;
363;434;76;64;69;73;71;Urist
364;434;74;84;67;83;75;
365;434;70;80;95;67;78;
367;434;81;73;69;77;70;
368;434;69;92;84;34;88;
370;434;91;77;77;16;74;
372;434;86;85;73;21;87;
376;434;78;88;6;34;71;
379;434;81;8;71;62;75;
380;434;80;6;88;89;76;
381;434;78;83;81;7;87;
382;434;34;75;88;31;79;
383;434;82;77;95;3;89;
388;434;87;85;76;73;85;MaxV
389;434;88;69;23;36;80;
406;434;81;83;74;75;84;
407;434;69;82;73;48;80;
409;434;69;74;71;20;82;
415;434;77;85;91;26;97;Древень
591;434;0;0;0;0;80;
595;434;21;16;81;69;82;
596;434;74;76;83;43;99;Толстый кок
598;434;68;88;88;21;97;Толстый кок
599;434;65;73;69;80;84;
600;434;80;99;68;4;76;
602;434;83;82;72;73;69;
603;434;0;0;0;0;0;
604;434;0;0;0;0;0;
605;434;0;0;0;0;0;
606;434;0;0;0;0;0;
607;434;0;0;0;0;0;
608;434;0;0;0;0;0;
609;434;78;7;98;41;78;ворчун
610;434;96;10;28;60;88;
611;434;86;61;7;26;74;
612;434;85;1;79;75;73;
613;434;79;95;66;40;79;klaus
614;434;95;75;49;25;76;
616;434;96;70;62;16;81;
618;434;90;74;99;3;84;
619;434;81;90;67;24;93;ворчун
621;434;0;0;0;0;0;
622;434;0;0;0;0;0;
624;434;0;0;0;0;0;
627;434;0;0;0;0;0;
628;434;0;0;0;0;0;
629;434;0;0;0;0;0;
630;434;0;0;0;0;0;
660;434;15;86;85;49;87;
662;434;87;82;77;61;73;
669;434;46;68;80;54;81;
76;435;71;93;66;55;92;JTAG-F
80;435;0;0;0;0;80;
81;435;82;73;70;56;90;JTAG-F
90;435;84;88;67;47;85;
100;435;75;74;73;77;74;Pups
350;435;76;91;19;88;82;
352;435;81;76;68;55;83;
354;435;63;85;93;21;72;
355;435;62;72;76;27;25;
358;435;42;76;83;80;89;
359;435;62;79;73;60;99;
361;435;1;64;69;30;76;
362;435;54;73;72;70;80;
363;435;6;82;15;19;94;
364;435;99;95;5;95;77;
365;435;68;94;16;32;75;
366;435;78;86;63;35;73;
367;435;87;95;76;63;95;Urist
370;435;17;70;23;59;78;
372;435;83;96;54;38;78;
373;435;93;99;73;31;93;
375;435;63;70;13;32;70;
376;435;71;74;90;55;76;
378;435;82;72;88;22;88;
379;435;69;69;77;23;83;
380;435;72;73;67;25;92;
382;435;99;72;83;30;84;
383;435;91;83;69;20;70;
384;435;86;88;72;46;74;
397;435;96;67;79;64;98;Mr_Powers
404;435;87;80;79;48;94;Флинт
408;435;81;76;76;83;85;
411;435;75;79;89;73;97;Флинт
413;435;83;81;78;85;98;Древний 01
583;435;0;0;0;0;90;
584;435;80;92;87;20;95;Dusta
586;435;90;85;36;38;92;s1
589;435;0;0;0;0;0;
590;435;91;7;95;41;93;Толстый кок
594;435;0;0;0;0;0;
596;435;77;84;97;88;93;Veddigen
597;435;87;69;83;78;80;
600;435;76;78;98;83;80;
601;435;72;79;75;28;76;ДерсуУзала
602;435;91;13;80;41;70;
603;435;96;69;77;69;72;
604;435;71;3;80;46;76;
607;435;0;0;0;0;0;
609;435;0;0;0;0;0;
610;435;99;81;73;63;93;соло
611;435;74;93;32;3;83;
615;435;0;0;0;0;0;
616;435;0;0;0;0;0;
619;435;0;0;0;0;0;
620;435;69;73;88;17;93;Ultra1
623;435;0;0;0;0;0;
626;435;0;0;0;0;60;
631;435;34;92;93;58;91;Пух
632;435;0;0;0;0;0;
656;435;39;77;66;90;87;
658;435;0;0;0;0;0;
661;435;0;0;0;0;0;
662;435;76;69;76;61;73;Достоевский
663;435;72;71;80;71;63;
666;435;0;0;0;0;0;
670;435;75;77;12;80;80;
350;436;69;65;87;73;85;
355;436;77;93;44;72;81;
356;436;73;79;72;43;82;
358;436;88;73;54;40;70;
359;436;97;77;73;80;71;
360;436;90;78;68;45;81;
361;436;77;67;46;67;80;
362;436;3;85;65;57;75;
363;436;13;76;87;17;75;
364;436;10;77;83;21;86;
366;436;70;72;68;6;78;
369;436;73;93;96;43;77;
370;436;77;78;87;26;98;
371;436;78;73;68;41;96;
372;436;71;64;7;76;74;
373;436;87;74;91;13;78;
374;436;74;72;84;48;73;
375;436;84;71;93;57;72;
379;436;83;79;77;47;73;
380;436;94;13;10;38;77;
382;436;96;82;63;63;74;
383;436;88;10;25;75;75;
384;436;76;78;79;72;77;Глупая голова
393;436;72;58;91;21;89;
396;436;75;26;89;94;92;Mr_Powers
398;436;71;6;82;13;87;
401;436;86;89;81;18;89;
402;436;82;84;81;92;90;Mr_Powers
589;436;0;0;0;0;0;
593;436;16;91;99;54;98;Толстый кок
597;436;29;68;79;33;99;Толстый кок
598;436;83;21;94;84;95;Veddigen
600;436;73;87;70;60;85;
601;436;43;82;11;75;75;
603;436;95;78;70;65;70;
604;436;88;22;80;6;79;
605;436;0;0;0;0;0;
606;436;0;0;0;0;0;
607;436;0;0;0;0;0;
608;436;92;4;60;52;71;
609;436;0;0;0;0;0;
610;436;92;70;86;19;87;Sir
611;436;76;67;87;61;79;
613;436;87;80;76;71;79;
614;436;0;0;0;0;0;
615;436;0;0;0;0;0;
616;436;0;0;0;0;0;
618;436;86;79;77;29;80;
619;436;0;0;0;0;0;
635;436;49;71;93;36;90;Патриaрх
658;436;72;90;70;83;85;
660;436;3;79;72;23;98;Мимино
666;436;0;0;0;0;0;
667;436;81;78;91;57;70;Достоевский
668;436;74;58;86;7;82;
350;437;85;79;75;13;85;
352;437;84;89;78;73;82;
355;437;82;79;30;48;92;
356;437;9;73;78;47;80;
357;437;9;85;3;90;80;
360;437;13;79;82;46;89;
361;437;83;82;28;38;71;
366;437;94;77;69;42;76;
367;437;87;63;75;45;84;
368;437;75;75;15;22;88;
369;437;74;76;77;49;87;
370;437;91;67;72;80;93;Urist
371;437;11;73;71;74;80;
372;437;78;71;87;49;70;
374;437;76;73;78;26;79;
376;437;74;79;73;57;73;
377;437;95;83;74;70;73;
378;437;98;23;99;84;75;Urist
379;437;77;51;78;12;95;
382;437;71;80;68;81;83;
383;437;85;17;81;54;91;цыркуль
384;437;85;65;99;36;73;
385;437;84;69;89;81;98;Глупая голова
387;437;89;13;78;32;84;
393;437;82;74;89;75;92;цыркуль
394;437;76;5;3;45;86;
395;437;85;90;77;90;92;Mr_Powers
398;437;80;75;45;76;81;Mr_Powers
399;437;82;67;85;31;96;
403;437;19;11;92;54;80;
404;437;45;74;89;75;96;
405;437;36;77;80;54;96;Флинт
414;437;67;72;76;24;91;
583;437;0;0;0;0;90;
584;437;72;77;80;62;91;
588;437;73;79;89;55;97;
593;437;72;83;59;72;97;s3
595;437;93;79;76;78;88;Du
597;437;69;94;58;41;84;klaus
599;437;84;91;95;13;82;
600;437;3;76;91;63;75;
601;437;78;73;79;83;84;
603;437;0;0;0;0;0;
604;437;0;0;0;0;0;
606;437;0;0;0;0;0;
607;437;0;0;0;0;0;
608;437;0;0;0;0;0;
609;437;0;0;0;0;0;
610;437;93;96;4;32;73;
611;437;97;98;75;14;85;
612;437;82;81;73;33;78;
616;437;0;0;0;0;0;
618;437;77;88;73;63;89;
625;437;0;0;0;0;0;
627;437;0;0;0;0;0;
630;437;85;94;80;54;76;Imho
634;437;84;74;78;81;84;
648;437;0;0;0;0;20;
654;437;79;69;82;81;83;Магор
664;437;0;0;0;0;0;
97;438;0;0;0;0;90;Ли Си Цин
99;438;0;0;0;0;90;Pups
100;438;0;0;0;0;80;Pups
350;438;86;50;79;67;90;Urist
354;438;76;93;98;21;76;
355;438;78;77;16;83;81;
356;438;11;71;89;32;82;
359;438;12;67;86;2;73;
361;438;49;64;24;94;86;
362;438;73;82;7;40;80;
363;438;73;88;3;45;87;
368;438;87;77;95;46;70;
372;438;91;71;75;60;76;
376;438;88;80;72;40;78;
377;438;75;79;16;63;71;
379;438;70;68;87;18;89;
384;438;79;71;80;23;77;
390;438;78;98;87;96;82;Глупая голова
391;438;82;87;64;9;81;
392;438;79;52;80;59;85;цыркуль
395;438;76;87;2;41;96;
396;438;73;37;92;73;85;
398;438;91;75;74;74;87;
399;438;72;83;14;61;94;цыркуль
404;438;83;72;80;32;83;
405;438;68;74;67;17;89;
406;438;74;77;91;62;87;
408;438;19;66;84;42;88;
409;438;78;16;73;42;92;Флинт
410;438;76;81;81;38;80;
411;438;73;63;77;56;94;Флинт
593;438;66;19;86;47;10;
594;438;74;89;93;62;78;
595;438;72;88;86;23;64;
596;438;4;73;97;84;97;
598;438;1;90;78;32;72;
599;438;66;83;95;46;81;соло
600;438;88;77;69;87;82;
602;438;0;0;0;0;0;
604;438;0;0;0;0;0;
605;438;89;77;81;48;77;
606;438;0;0;0;0;0;
607;438;0;0;0;0;0;
608;438;71;86;72;68;75;
609;438;73;68;6;37;98;ДерсуУзала
611;438;67;74;73;52;74;соло
612;438;85;2;80;51;72;
613;438;79;7;21;86;99;
614;438;51;68;55;37;89;
622;438;0;0;0;0;0;
627;438;69;73;44;66;95;
628;438;80;72;63;4;74;
632;438;0;0;0;0;0;
633;438;78;72;50;16;76;
636;438;27;83;72;30;93;
656;438;17;83;71;4;91;
657;438;8;71;68;79;83;
658;438;53;90;78;42;90;Хачикян
353;439;4;70;67;9;80;
356;439;72;85;68;64;73;
357;439;76;76;6;67;82;
360;439;70;88;85;97;73;
361;439;75;74;74;95;95;Urist
365;439;87;68;2;2;74;
366;439;81;75;37;22;96;
368;439;87;74;92;86;93;Urist
372;439;17;95;22;67;75;
373;439;72;91;85;42;79;
376;439;87;70;79;84;82;
379;439;83;85;87;51;75;
380;439;95;81;68;35;77;
381;439;89;69;22;71;93;цыркуль
387;439;85;72;6;14;91;
388;439;79;85;10;38;90;
390;439;75;79;81;28;94;
393;439;79;93;88;74;80;цыркуль
396;439;90;73;79;76;80;
397;439;73;84;77;66;99;Mr_Powers
401;439;42;85;72;69;93;Флинт
402;439;76;69;76;26;87;
415;439;73;70;77;12;96;
586;439;75;82;61;75;84;
591;439;74;80;99;97;92;Veddigen
593;439;4;83;87;51;80;
594;439;79;66;87;5;84;
596;439;83;89;82;12;97;Толстый кок
597;439;72;32;91;47;86;соло
598;439;95;11;75;58;87;
601;439;0;0;0;0;0;
602;439;0;0;0;0;0;
603;439;0;0;0;0;0;
604;439;0;0;0;0;0;
606;439;74;9;81;58;79;
607;439;0;0;0;0;0;
608;439;0;0;0;0;0;
609;439;69;72;84;49;82;соло
610;439;81;74;99;11;93;костян
611;439;79;8;73;84;70;
612;439;0;0;0;0;0;
613;439;68;72;19;94;69;
614;439;91;89;71;38;66;
616;439;94;4;28;77;93;
618;439;84;72;71;9;88;
626;439;78;83;9;81;85;
628;439;95;71;88;18;3;
630;439;1;86;71;25;65;
632;439;83;77;62;50;90;Мак
633;439;60;76;71;69;64;
639;439;98;95;73;79;96;Гид
656;439;68;75;64;23;10;
658;439;25;89;29;44;82;
663;439;0;0;0;0;0;
664;439;94;86;79;7;82;Мимино
665;439;74;80;5;13;81;
97;440;0;0;0;0;90;Перец
100;440;0;0;0;0;90;Pups
356;440;10;78;3;87;80;
357;440;80;70;89;59;92;
366;440;60;86;94;93;87;Urist
369;440;87;69;99;66;83;
372;440;68;73;11;70;87;
373;440;54;98;75;43;74;
374;440;65;80;73;28;75;
375;440;75;78;22;25;93;
377;440;90;83;3;42;78;
378;440;85;94;80;42;95;
379;440;81;83;55;40;84;
380;440;77;53;73;51;89;
381;440;79;68;69;14;78;
382;440;88;90;87;69;91;цыркуль
390;440;79;70;71;97;88;
391;440;68;81;74;81;82;
392;440;69;88;13;81;89;
401;440;85;81;87;81;88;
404;440;77;87;96;86;85;
405;440;83;76;86;9;88;
406;440;18;55;80;60;83;цыркуль
407;440;70;74;78;86;83;
408;440;56;70;79;30;81;
410;440;39;41;98;6;80;
588;440;0;0;0;0;70;
590;440;45;76;74;3;92;Dusta
591;440;73;5;78;24;95;s1
592;440;62;62;85;19;73;
594;440;82;69;67;21;85;
596;440;14;74;87;60;78;
597;440;74;91;81;9;74;
598;440;80;78;78;36;71;
599;440;99;13;76;35;79;
600;440;71;23;63;84;78;
601;440;78;71;78;94;87;
602;440;0;0;0;0;0;
603;440;97;83;24;63;79;
604;440;79;71;81;30;76;
605;440;0;0;0;0;0;
606;440;0;0;0;0;0;
608;440;0;0;0;0;0;
609;440;83;72;6;2;95;костян
610;440;85;19;82;2;87;
611;440;69;3;13;27;80;
612;440;96;87;69;20;86;
613;440;0;0;0;0;0;
614;440;0;0;0;0;0;
615;440;0;0;0;0;0;
618;440;80;72;70;80;81;
622;440;75;81;68;71;91;Вермут
626;440;84;98;82;75;94;Гид
629;440;79;76;46;82;83;
631;440;98;89;68;71;81;
632;440;80;95;72;52;81;Мак
633;440;87;84;75;88;80;
659;440;43;74;79;67;85;Колдун
661;440;74;74;98;16;99;Fix
666;440;61;75;70;1;81;
93;441;0;0;0;0;90;У. Чавес
99;441;91;92;59;29;93;Конь
354;441;48;72;84;29;89;
355;441;37;68;74;59;79;
356;441;71;82;84;74;71;
367;441;15;83;32;8;99;
370;441;72;77;71;45;73;Жирный
372;441;90;79;73;90;83;
375;441;68;80;74;35;90;
377;441;86;78;80;3;76;
380;441;62;47;90;24;78;
381;441;72;89;70;55;76;
383;441;87;78;76;18;79;
387;441;82;72;1;14;87;
388;441;72;70;78;65;81;цыркуль
390;441;81;77;14;32;94;Чурбак
391;441;90;77;85;12;86;
393;441;67;88;76;71;80;цыркуль
396;441;66;4;11;31;87;
405;441;89;74;87;80;81;
406;441;77;84;93;62;86;
411;441;82;68;73;97;93;Mr_Powers
587;441;78;81;93;28;92;s1
588;441;0;0;0;0;0;
589;441;0;0;0;0;80;
591;441;91;77;73;56;88;
593;441;70;80;69;47;80;Толстый кок
595;441;18;25;80;32;86;ДерсуУзала
596;441;78;74;83;16;80;
597;441;41;1;76;20;77;
598;441;0;0;0;0;0;
599;441;10;4;95;36;74;
600;441;70;85;66;39;91;klaus
602;441;0;0;0;0;0;
603;441;0;0;0;0;0;
604;441;91;86;80;53;93;klaus
605;441;0;0;0;0;0;
607;441;0;0;0;0;0;
608;441;84;83;87;90;92;
609;441;81;97;70;62;85;
610;441;69;16;91;3;97;
611;441;94;79;78;37;83;ДерсуУзала
612;441;84;3;24;86;83;
613;441;75;70;17;74;85;
614;441;0;0;0;0;0;
619;441;73;87;93;28;99;Патриaрх
621;441;0;0;0;0;0;
622;441;85;70;71;67;86;
625;441;76;79;68;71;80;
626;441;57;83;68;94;82;
627;441;90;76;71;95;84;KomKom8
628;441;76;72;78;26;74;Патриaрх
629;441;76;76;88;43;72;
630;441;50;95;99;81;77;Вермут
631;441;79;66;73;42;79;Мак
634;441;24;86;86;31;98;Мак
650;441;89;89;44;21;85;Хачикян
662;441;18;77;86;62;89;феофан
665;441;10;21;70;75;88;
101;442;0;0;0;0;90;Конь
353;442;98;77;4;44;95;
354;442;76;79;8;67;80;
355;442;25;78;94;22;76;
365;442;78;76;74;18;74;
366;442;77;78;76;17;73;
367;442;69;93;76;93;72;
368;442;13;88;69;75;72;
370;442;76;78;80;31;79;
372;442;37;79;86;67;82;
375;442;75;83;89;13;76;
376;442;94;70;6;71;74;
377;442;78;82;16;71;75;
378;442;81;77;4;73;70;
381;442;92;72;77;39;75;
383;442;84;84;66;54;89;
384;442;85;72;9;63;88;
389;442;82;56;77;16;86;
395;442;78;95;80;9;94;
397;442;91;1;82;51;83;
404;442;72;83;43;58;81;
405;442;54;13;85;85;80;
588;442;0;0;0;0;0;
591;442;74;94;71;88;78;
593;442;8;71;72;13;71;
596;442;16;20;70;54;91;
597;442;73;18;85;2;85;
598;442;85;81;81;15;82;
600;442;77;88;74;61;87;
601;442;99;77;71;44;75;
602;442;86;78;52;88;85;
603;442;97;68;50;74;88;
604;442;75;70;74;49;78;klaus
605;442;98;71;19;67;76;
606;442;89;81;93;28;72;ДерсуУзала
608;442;0;0;0;0;0;
609;442;73;84;72;83;88;
610;442;99;81;16;43;84;санек
611;442;97;96;74;74;75;
612;442;73;70;81;55;77;
613;442;92;84;28;87;76;
614;442;67;83;60;74;75;
616;442;0;0;0;0;0;
617;442;0;0;0;0;0;
618;442;98;86;17;84;67;
619;442;74;73;84;6;91;костян
620;442;0;0;0;0;0;
622;442;0;0;0;0;0;
623;442;0;0;0;0;0;
627;442;71;76;62;42;80;
628;442;0;0;0;0;0;
629;442;84;72;82;79;76;
630;442;76;83;41;71;67;
631;442;74;81;77;23;70;
633;442;92;75;4;25;78;
634;442;0;0;0;0;70;
638;442;72;71;56;39;86;Степняк
660;442;73;79;91;60;78;Марах
661;442;92;78;85;7;89;Мимино
666;442;22;84;90;21;82;
667;442;38;82;78;48;84;
351;443;69;77;78;17;89;
352;443;81;99;55;41;95;
353;443;97;77;77;22;95;
355;443;85;79;71;42;87;
356;443;71;88;75;75;76;
368;443;73;83;75;18;80;
373;443;58;65;90;48;87;
377;443;64;77;73;74;70;
378;443;61;93;72;12;80;
381;443;68;79;68;40;81;
382;443;85;63;79;57;93;цыркуль
386;443;80;77;95;42;89;Чурбак
390;443;80;74;16;62;97;цыркуль
392;443;73;53;73;23;83;
394;443;74;73;2;91;92;
398;443;78;31;4;47;97;
401;443;84;73;81;75;82;Mr_Powers
405;443;70;88;89;62;92;Флинт
406;443;84;94;84;84;94;
410;443;77;13;75;39;92;Флинт
588;443;0;0;0;0;0;
589;443;0;0;0;0;90;
590;443;0;0;0;0;0;
591;443;0;0;0;0;0;
595;443;76;78;90;45;80;
597;443;72;74;67;20;74;w66
599;443;0;0;0;0;0;
600;443;0;0;0;0;0;
601;443;91;71;83;84;78;
602;443;0;0;0;0;0;
603;443;92;83;68;80;81;
604;443;0;0;0;0;0;
605;443;86;66;89;15;71;
607;443;37;86;16;22;70;
608;443;65;99;69;79;81;
615;443;84;77;89;48;87;соло
617;443;0;0;0;0;0;
618;443;77;12;72;82;74;
621;443;0;0;0;0;0;
622;443;81;82;31;9;90;
625;443;98;94;73;77;77;Вермут
626;443;86;96;92;51;72;
627;443;71;74;64;52;96;Патриaрх
628;443;83;86;69;82;97;
629;443;85;98;61;16;75;Keks
630;443;89;86;82;58;91;валера
631;443;10;70;7;52;98;валера
632;443;75;78;70;49;79;валера
633;443;76;25;77;89;72;
635;443;86;80;77;24;75;
636;443;87;86;6;24;84;Степняк
637;443;10;82;80;92;85;
639;443;0;0;0;0;60;
651;443;86;84;7;78;82;
655;443;72;72;98;97;97;Рубик-джан
660;443;53;85;81;38;73;
662;443;6;70;77;51;72;
91;444;0;0;0;0;80;Ли Си Цин
97;444;0;0;0;0;90;Конь
99;444;0;0;0;0;80;Конь
373;444;85;73;3;17;80;
402;444;3;75;91;43;87;
407;444;53;11;72;49;83;
410;444;80;1;74;16;85;
590;444;0;0;0;0;0;
594;444;68;65;93;9;90;Толстый кок
598;444;46;80;72;13;82;
599;444;84;65;67;2;99;
601;444;0;0;0;0;0;
602;444;79;84;74;24;75;
603;444;0;0;0;0;0;
604;444;0;0;0;0;0;
605;444;0;0;0;0;0;
613;444;0;0;0;0;0;
614;444;0;0;0;0;0;
615;444;73;91;97;50;93;Мак
616;444;0;0;0;0;0;
625;444;41;81;16;81;88;
626;444;0;0;0;0;0;
627;444;0;0;0;0;0;
628;444;88;85;77;11;69;
629;444;74;99;86;75;72;
630;444;10;85;82;46;79;
632;444;14;83;83;17;69;
634;444;70;79;12;49;86;
639;444;0;0;0;0;70;
659;444;85;69;87;58;82;Марах
660;444;69;77;5;40;91;Степняк
665;444;38;84;73;61;81;
103;445;0;0;0;0;90;Копец
365;445;74;90;82;43;85;
373;445;72;70;43;58;89;
384;445;72;85;75;86;86;
387;445;67;61;75;78;85;
388;445;99;89;12;68;88;
391;445;60;16;30;24;82;
404;445;74;86;93;32;95;
406;445;68;81;74;14;92;
409;445;66;4;72;42;96;Флинт
411;445;88;4;77;32;97;
413;445;68;81;80;14;90;
592;445;0;0;0;0;0;
594;445;78;25;70;48;90;
595;445;87;79;99;93;89;
597;445;92;33;80;11;80;
598;445;70;4;83;76;86;
600;445;0;0;0;0;0;
601;445;0;0;0;0;0;
602;445;0;0;0;0;0;
603;445;0;0;0;0;0;
604;445;0;0;0;0;0;
605;445;0;0;0;0;0;
606;445;0;0;0;0;0;
607;445;0;0;0;0;0;
608;445;0;0;0;0;0;
609;445;80;82;70;76;82;
612;445;72;86;81;80;94;
613;445;80;1;9;61;80;
614;445;79;58;13;45;92;
624;445;91;81;14;81;76;
625;445;87;71;89;58;73;
626;445;84;77;18;45;73;
627;445;28;69;70;40;81;
628;445;85;88;80;79;76;
629;445;95;10;85;54;92;Мак
630;445;65;70;79;49;79;
632;445;80;74;71;26;79;
634;445;78;72;68;28;72;Степняк
635;445;66;82;9;75;75;
636;445;0;0;0;0;70;
637;445;72;82;84;17;91;Степняк
640;445;0;0;0;0;80;
655;445;75;79;59;74;98;Гид
660;445;71;66;78;57;78;Колдун
661;445;85;89;82;71;66;
662;445;67;86;77;17;70;
667;445;90;80;72;4;86;Мимино
350;446;69;82;69;38;96;
364;446;8;84;82;15;80;
365;446;3;76;7;48;96;
370;446;19;79;99;57;87;
371;446;84;81;71;31;86;
384;446;78;57;76;5;66;
387;446;73;72;73;14;81;
388;446;81;48;84;91;82;
389;446;93;11;65;73;99;цыркуль
390;446;81;87;26;47;91;Чурбак
392;446;90;36;68;30;92;
400;446;86;13;1;35;93;
404;446;78;86;82;58;88;Флинт
407;446;97;72;89;26;80;
408;446;86;74;69;58;86;
409;446;72;92;83;79;95;
593;446;0;0;0;0;0;
595;446;70;52;76;47;93;
596;446;81;63;82;56;70;
598;446;0;0;0;0;0;
600;446;0;0;0;0;0;
601;446;0;0;0;0;0;
602;446;0;0;0;0;0;
603;446;78;74;79;37;84;
604;446;0;0;0;0;0;
605;446;0;0;0;0;0;
607;446;0;0;0;0;0;
608;446;0;0;0;0;0;
609;446;0;0;0;0;0;
610;446;0;0;0;0;0;
613;446;0;0;0;0;0;
617;446;0;0;0;0;0;
618;446;88;84;74;74;88;
625;446;0;0;0;0;0;
626;446;88;81;76;78;88;
